"wordA","wordB","rating"
"amistad","operación",0.00369216591101432
"amistad","oportunidad",0.00828581236144173
"amistad","orgullo",0.00903642454735039
"amistad","pista",0.00288524684464914
"amistad","posición",0.00469876054226735
"amistad","presión",0.00298711364942006
"amistad","propósito",0.00766057300949602
"amistad","radiación",0.00352101254799252
"amistad","reacción",0.00998868169443736
"amistad","relajación",0.0185137413019277
"amistad","resultado",0.00851423561862094
"amistad","revolución",0.00412001367839606
"amistad","sabiduría",0.00890462883153157
"amistad","salud",0.00895295883651751
"amistad","seguridad",0.0132398505246262
"amistad","sentido",0.0256865968347311
"amistad","simpatía",0.0498729311572328
"amistad","soledad",0.00646065718289152
"amistad","temperamento",0.0117119471763887
"amistad","venganza",0.00239248268802974
"amistad","verdad",0.0188729323970756
"amistad","victoria",0.00443050291285919
"amistad","violencia",0.0025950524169893
"amistad","yo",0.0235089811311741
"ansiedad","armonía",0.00691133738476137
"ansiedad","arreglo",0.00462798019263259
"ansiedad","atracción",0.00415891121087892
"ansiedad","ausencia",0.0344137740248669
"ansiedad","cálculo",0.00372680740763966
"ansiedad","comedia",0.00361220649089223
"ansiedad","competidor",0.0109324855726949
"ansiedad","comportamiento",0.0229855349629191
"ansiedad","conflicto",0.0289442180941029
"ansiedad","crimen",0.00972653905965811
"ansiedad","crisis",0.044212520197997
"ansiedad","decisión",0.0147148803264551
"ansiedad","democracia",0.00279504004370981
"ansiedad","desastre",0.0162034625651406
"ansiedad","descripción",0.0036792963832026
"ansiedad","descubrimiento",0.00396045764626806
"ansiedad","dificultad",0.0391492599525234
"ansiedad","disculpa",0.00625633434089558
"ansiedad","distancia",0.0106548270078593
"ansiedad","divorcio",0.0106398721308511
"ansiedad","duda",0.0406122932337518
"ansiedad","economía",0.00914807770555457
"ansiedad","edad",0.0115109479220101
"ansiedad","educación",0.00584355233519549
"ansiedad","energía",0.0164451639896042
"ansiedad","entrenamiento",0.0047064941775224
"ansiedad","entusiasmo",0.0114830246168614
"ansiedad","especialista",0.00286709638529197
"ansiedad","estupidez",0.0119154054180896
"ansiedad","evento",0.00697969331869711
"ansiedad","fantasía",0.00482507292139934
"ansiedad","física",0.00575760985910384
"ansiedad","genio",0.00285557544319394
"ansiedad","hambre",0.0202053021771684
"ansiedad","héroe",0.0033062366814645
"ansiedad","historia",0.0038005921534031
"ansiedad","honor",0.00315896600671698
"ansiedad","humanidad",0.00482242201156398
"ansiedad","humor",0.0132557594628126
"ansiedad","igualdad",0.00293738913366379
"ansiedad","imperio",0.00473083789200569
"ansiedad","independencia",0.00585968613137777
"ansiedad","infierno",0.0273737649768588
"ansiedad","ingreso",0.00794092431248131
"ansiedad","interacción",0.010941990336802
"ansiedad","introducción",0.00307523444973644
"ansiedad","invención",0.00315898290402417
"ansiedad","juventud",0.0123861577292931
"ansiedad","lenguaje",0.00570733883362465
"ansiedad","ley",0.00332029589617828
"ansiedad","logro",0.0037837701024332
"ansiedad","método",0.00343313637162826
"ansiedad","noticias",0.00930710925872176
"ansiedad","número",0.00307364170624183
"ansiedad","operación",0.00644033661934423
"ansiedad","oportunidad",0.00706115791690656
"ansiedad","orgullo",0.00772394533456267
"ansiedad","pista",0.00391541786429894
"ansiedad","posición",0.00618231025116542
"ansiedad","presión",0.0388409958213246
"ansiedad","propósito",0.00511073170272327
"ansiedad","radiación",0.00905611955751361
"ansiedad","reacción",0.0216103169223808
"ansiedad","relajación",0.00818313673329722
"ansiedad","resultado",0.00939647225677991
"ansiedad","revolución",0.0064760326352205
"ansiedad","sabiduría",0.00394257260346583
"ansiedad","salud",0.0112672687509631
"ansiedad","seguridad",0.00574281198179419
"ansiedad","sentido",0.0129184619146255
"ansiedad","simpatía",0.00479017973164808
"ansiedad","soledad",0.02457208487055
"ansiedad","temperamento",0.0243831175933002
"ansiedad","venganza",0.00804075348796705
"ansiedad","verdad",0.00369882287662373
"ansiedad","victoria",0.00320985283165101
"ansiedad","violencia",0.0169821671473314
"ansiedad","yo",0.0157522533403348
"armonía","arreglo",0.025146117769749
"armonía","atracción",0.0154185693768391
"armonía","ausencia",0.00424408242412602
"armonía","cálculo",0.00414023052761045
"armonía","comedia",0.0135509127966348
"armonía","competidor",0.0049395682022971
"armonía","comportamiento",0.0164872312662247
"armonía","conflicto",0.00418174628868012
"armonía","crimen",0.00260529563857675
"armonía","crisis",0.00495446382449025
"armonía","decisión",0.00696989552881597
"armonía","democracia",0.0204921456737943
"armonía","desastre",0.00229833999972108
"armonía","descripción",0.0058990168407755
"armonía","descubrimiento",0.00714516808884463
"armonía","dificultad",0.00340479216939455
"armonía","disculpa",0.0257708925359243
"armonía","distancia",0.00431940071503737
"armonía","divorcio",0.00368009739995252
"armonía","duda",0.00352971798715123
"armonía","economía",0.00357695198928068
"armonía","edad",0.00537528161173279
"armonía","educación",0.0137205021561894
"armonía","energía",0.0231385528369473
"armonía","entrenamiento",0.00952280340761177
"armonía","entusiasmo",0.0114727923535132
"armonía","especialista",0.00456831872786862
"armonía","estupidez",0.00320565537192938
"armonía","evento",0.00537813277536038
"armonía","fantasía",0.013378111656561
"armonía","física",0.010527734069793
"armonía","genio",0.00751856948346097
"armonía","hambre",0.00292085400565621
"armonía","héroe",0.00715191453758117
"armonía","historia",0.00525130766743638
"armonía","honor",0.00972337950560263
"armonía","humanidad",0.0177670632469582
"armonía","humor",0.0168252982734053
"armonía","igualdad",0.0325602934325477
"armonía","imperio",0.00481925718788729
"armonía","independencia",0.0091733977784883
"armonía","infierno",0.00212765797390578
"armonía","ingreso",0.00407647789087199
"armonía","interacción",0.0265435345206886
"armonía","introducción",0.00371730695119663
"armonía","invención",0.00545658814903257
"armonía","juventud",0.00636779829126427
"armonía","lenguaje",0.0088717482218981
"armonía","ley",0.0162243872655886
"armonía","logro",0.0128541586706733
"armonía","método",0.00783489544700652
"armonía","noticias",0.00343334678591344
"armonía","número",0.00303483515164694
"armonía","operación",0.005064609287098
"armonía","oportunidad",0.0105031106312289
"armonía","orgullo",0.00500295827805155
"armonía","pista",0.00291373660026007
"armonía","posición",0.00801149086012308
"armonía","presión",0.00411394389683233
"armonía","propósito",0.0119752407516911
"armonía","radiación",0.00691113057071
"armonía","reacción",0.00665600649449499
"armonía","relajación",0.0571808619566301
"armonía","resultado",0.00700599968443755
"armonía","revolución",0.00634180587554783
"armonía","sabiduría",0.0172803307453577
"armonía","salud",0.0295374867658428
"armonía","seguridad",0.0304290933023347
"armonía","sentido",0.0243621481814337
"armonía","simpatía",0.0280967826717694
"armonía","soledad",0.00940196711413513
"armonía","temperamento",0.00954629127970233
"armonía","venganza",0.0022878873356458
"armonía","verdad",0.0108285258481006
"armonía","victoria",0.0108731034364963
"armonía","violencia",0.00268309148083443
"armonía","yo",0.0156121127902995
"arreglo","atracción",0.0119653499706114
"arreglo","ausencia",0.0062778827492858
"arreglo","cálculo",0.0147862849773734
"arreglo","comedia",0.00321144940016295
"arreglo","competidor",0.0130078426612477
"arreglo","comportamiento",0.0114522696499974
"arreglo","conflicto",0.013094778445155
"arreglo","crimen",0.00343950942989244
"arreglo","crisis",0.0107611781671951
"arreglo","decisión",0.0228483029468568
"arreglo","democracia",0.0178551941531376
"arreglo","desastre",0.0068888909093498
"arreglo","descripción",0.00741284522987694
"arreglo","descubrimiento",0.0109302780999886
"arreglo","dificultad",0.0100593360165676
"arreglo","disculpa",0.0283492844826826
"arreglo","distancia",0.00823439006915648
"arreglo","divorcio",0.0260084755201815
"arreglo","duda",0.00484579813294788
"arreglo","economía",0.00759474539658539
"arreglo","edad",0.00318613675530983
"arreglo","educación",0.00728604009656173
"arreglo","energía",0.00402486764306664
"arreglo","entrenamiento",0.00556414905449806
"arreglo","entusiasmo",0.00519039179941155
"arreglo","especialista",0.0109251790132078
"arreglo","estupidez",0.00598817687169251
"arreglo","evento",0.0156116265774436
"arreglo","fantasía",0.00351564106269366
"arreglo","física",0.00457131927528574
"arreglo","genio",0.00419140309053354
"arreglo","hambre",0.00478879749134453
"arreglo","héroe",0.00345850666066359
"arreglo","historia",0.00520754331771355
"arreglo","honor",0.00705702679014154
"arreglo","humanidad",0.00924984870837263
"arreglo","humor",0.00361423006100383
"arreglo","igualdad",0.0140728906459715
"arreglo","imperio",0.00362558586589439
"arreglo","independencia",0.00848962197030747
"arreglo","infierno",0.00272317922408395
"arreglo","ingreso",0.0079160253661092
"arreglo","interacción",0.0283842190218902
"arreglo","introducción",0.009882848477677
"arreglo","invención",0.0133803534077028
"arreglo","juventud",0.00310459907689368
"arreglo","lenguaje",0.0104915101104251
"arreglo","ley",0.0133564437973566
"arreglo","logro",0.0185003818465098
"arreglo","método",0.0176294992580074
"arreglo","noticias",0.00773358666388383
"arreglo","número",0.00934476812191203
"arreglo","operación",0.0324889406517452
"arreglo","oportunidad",0.0157409161492207
"arreglo","orgullo",0.00654768900773969
"arreglo","pista",0.00416073523197399
"arreglo","posición",0.0109596588091158
"arreglo","presión",0.00434572155539591
"arreglo","propósito",0.0183334703011682
"arreglo","radiación",0.00336158999895727
"arreglo","reacción",0.00722684288953574
"arreglo","relajación",0.0101924504723916
"arreglo","resultado",0.0178823117370135
"arreglo","revolución",0.00566914665901929
"arreglo","sabiduría",0.00706503163419995
"arreglo","salud",0.00557079981750756
"arreglo","seguridad",0.0136750317492818
"arreglo","sentido",0.0130337597891949
"arreglo","simpatía",0.00446484519589167
"arreglo","soledad",0.00396252681210381
"arreglo","temperamento",0.00552374887516081
"arreglo","venganza",0.00520663254536761
"arreglo","verdad",0.00901651857262627
"arreglo","victoria",0.0134607737505994
"arreglo","violencia",0.00347121507710558
"arreglo","yo",0.00404710089032183
"atracción","ausencia",0.00339642042665853
"atracción","cálculo",0.00411257368490186
"atracción","comedia",0.0142721057662769
"atracción","competidor",0.00573549205349985
"atracción","comportamiento",0.0148406947589048
"atracción","conflicto",0.0045806413708243
"atracción","crimen",0.00259913403740973
"atracción","crisis",0.00327253547219429
"atracción","decisión",0.00571741500426535
"atracción","democracia",0.00497433786692845
"atracción","desastre",0.00491736379839997
"atracción","descripción",0.00452761894361029
"atracción","descubrimiento",0.0145748994561331
"atracción","dificultad",0.00348508038335209
"atracción","disculpa",0.00566122531920268
"atracción","distancia",0.0153061158235021
"atracción","divorcio",0.00315645006117466
"atracción","duda",0.00311536293278884
"atracción","economía",0.00304121009850049
"atracción","edad",0.00855642563979884
"atracción","educación",0.00637115022609382
"atracción","energía",0.0376531859547319
"atracción","entrenamiento",0.00547885650876532
"atracción","entusiasmo",0.029501148681039
"atracción","especialista",0.00372017869357507
"atracción","estupidez",0.00336337472934919
"atracción","evento",0.00595110361136109
"atracción","fantasía",0.0234929084663342
"atracción","física",0.0335456978226003
"atracción","genio",0.00644694108131942
"atracción","hambre",0.00235500432912436
"atracción","héroe",0.0117347285347066
"atracción","historia",0.0075748296715941
"atracción","honor",0.00427047485978299
"atracción","humanidad",0.0132259573195794
"atracción","humor",0.0135798110263849
"atracción","igualdad",0.0132020198725863
"atracción","imperio",0.00293889258362112
"atracción","independencia",0.00533543308019247
"atracción","infierno",0.00406064015318733
"atracción","ingreso",0.00709373073278892
"atracción","interacción",0.0369409441921838
"atracción","introducción",0.00684641184192301
"atracción","invención",0.00747433294876847
"atracción","juventud",0.0175036126022795
"atracción","lenguaje",0.00854796116647428
"atracción","ley",0.0159243590971895
"atracción","logro",0.00484313939671557
"atracción","método",0.00497728968415474
"atracción","noticias",0.00602643518717889
"atracción","número",0.00359520468986091
"atracción","operación",0.00414188565668368
"atracción","oportunidad",0.0124935513146142
"atracción","orgullo",0.00748536612135287
"atracción","pista",0.00312144993645115
"atracción","posición",0.0106360180266248
"atracción","presión",0.0102781354363079
"atracción","propósito",0.00942282768765697
"atracción","radiación",0.0111614821232949
"atracción","reacción",0.0221612604859897
"atracción","relajación",0.0106219218514541
"atracción","resultado",0.00894485604337551
"atracción","revolución",0.00534653047119599
"atracción","sabiduría",0.0117154560709558
"atracción","salud",0.00700639251909874
"atracción","seguridad",0.0097460655940894
"atracción","sentido",0.00976976674392222
"atracción","simpatía",0.0414232207552891
"atracción","soledad",0.00391545563784371
"atracción","temperamento",0.0105438562178183
"atracción","venganza",0.00262412118960113
"atracción","verdad",0.00619569513382655
"atracción","victoria",0.00562573968072608
"atracción","violencia",0.00319249934393894
"atracción","yo",0.00846642840530617
"ausencia","cálculo",0.00368834597812775
"ausencia","comedia",0.00206593156448265
"ausencia","competidor",0.00394420871623889
"ausencia","comportamiento",0.0132409959347649
"ausencia","conflicto",0.0222059574814345
"ausencia","crimen",0.009635232634426
"ausencia","crisis",0.0217686609177849
"ausencia","decisión",0.010271029626311
"ausencia","democracia",0.00289942089522652
"ausencia","desastre",0.0201668957286681
"ausencia","descripción",0.0050585266963683
"ausencia","descubrimiento",0.00832253417928687
"ausencia","dificultad",0.0225499569392159
"ausencia","disculpa",0.00330698573419066
"ausencia","distancia",0.0661299570084004
"ausencia","divorcio",0.021191125238002
"ausencia","duda",0.031703822174977
"ausencia","economía",0.00505897435475781
"ausencia","edad",0.00815033150916773
"ausencia","educación",0.00337579444007134
"ausencia","energía",0.00345132157433241
"ausencia","entrenamiento",0.00283590782069908
"ausencia","entusiasmo",0.00284130790159012
"ausencia","especialista",0.00241658976227984
"ausencia","estupidez",0.0109777625777975
"ausencia","evento",0.00770762094192279
"ausencia","fantasía",0.00776291525954551
"ausencia","física",0.00417903623066723
"ausencia","genio",0.00344487346067006
"ausencia","hambre",0.0352945916121391
"ausencia","héroe",0.00273056763513972
"ausencia","historia",0.00574396783637649
"ausencia","honor",0.00254077597409126
"ausencia","humanidad",0.00609341272370859
"ausencia","humor",0.00289037791324771
"ausencia","igualdad",0.00395742414836724
"ausencia","imperio",0.00735584954707253
"ausencia","independencia",0.0114634319045417
"ausencia","infierno",0.0185954778331262
"ausencia","ingreso",0.00979706260818473
"ausencia","interacción",0.00725595921196117
"ausencia","introducción",0.00293947021313077
"ausencia","invención",0.00612669633420165
"ausencia","juventud",0.00376018937974074
"ausencia","lenguaje",0.00550119314509773
"ausencia","ley",0.00493986181934502
"ausencia","logro",0.00344412252026071
"ausencia","método",0.00416464806783562
"ausencia","noticias",0.00488082866258635
"ausencia","número",0.00369856671748605
"ausencia","operación",0.00376610828180941
"ausencia","oportunidad",0.00852087303481686
"ausencia","orgullo",0.00785574010870696
"ausencia","pista",0.0065927198281416
"ausencia","posición",0.0100448743767594
"ausencia","presión",0.0142697419527165
"ausencia","propósito",0.00377074406082764
"ausencia","radiación",0.00391991639230903
"ausencia","reacción",0.0114452695798705
"ausencia","relajación",0.00484145802889862
"ausencia","resultado",0.00851127079835388
"ausencia","revolución",0.00446114644628198
"ausencia","sabiduría",0.00437328653400037
"ausencia","salud",0.00817256949963814
"ausencia","seguridad",0.00646785255386558
"ausencia","sentido",0.00805618539835884
"ausencia","simpatía",0.00236991478052285
"ausencia","soledad",0.0667078780927175
"ausencia","temperamento",0.00552313305155917
"ausencia","venganza",0.0097561372801644
"ausencia","verdad",0.00600143482325379
"ausencia","victoria",0.00264382429552904
"ausencia","violencia",0.013632319177664
"ausencia","yo",0.00632622987783162
"cálculo","comedia",0.002613759572846
"cálculo","competidor",0.00769235806509779
"cálculo","comportamiento",0.00677856239761476
"cálculo","conflicto",0.00637143074859593
"cálculo","crimen",0.0030065738643424
"cálculo","crisis",0.00981273076263429
"cálculo","decisión",0.010966543135739
"cálculo","democracia",0.00434762233421712
"cálculo","desastre",0.00363427861342341
"cálculo","descripción",0.0131177566683893
"cálculo","descubrimiento",0.0103032095785574
"cálculo","dificultad",0.0167689309969886
"cálculo","disculpa",0.00285268889146097
"cálculo","distancia",0.0176928753391075
"cálculo","divorcio",0.00492924529672263
"cálculo","duda",0.00839222767881779
"cálculo","economía",0.0419774336653217
"cálculo","edad",0.0150865138284615
"cálculo","educación",0.0151782115190571
"cálculo","energía",0.00867556584279221
"cálculo","entrenamiento",0.0133548155359267
"cálculo","entusiasmo",0.00331098421854264
"cálculo","especialista",0.0277779209205859
"cálculo","estupidez",0.00265576983226103
"cálculo","evento",0.00747186637726176
"cálculo","fantasía",0.00256204078055856
"cálculo","física",0.0385117226903313
"cálculo","genio",0.0102835214069799
"cálculo","hambre",0.00483699539404398
"cálculo","héroe",0.00277995651612836
"cálculo","historia",0.00499785834283787
"cálculo","honor",0.00285602628881684
"cálculo","humanidad",0.00407259941181122
"cálculo","humor",0.00249848827058453
"cálculo","igualdad",0.00700267211214884
"cálculo","imperio",0.00370404665522845
"cálculo","independencia",0.00493361366976684
"cálculo","infierno",0.00238015124811821
"cálculo","ingreso",0.0256056069705276
"cálculo","interacción",0.00750579700175409
"cálculo","introducción",0.0107786052506304
"cálculo","invención",0.00965876615103398
"cálculo","juventud",0.0035219869093964
"cálculo","lenguaje",0.00818386066441711
"cálculo","ley",0.0139819855640855
"cálculo","logro",0.0106867100776973
"cálculo","método",0.0463186882494824
"cálculo","noticias",0.00622136756864379
"cálculo","número",0.0671731207630315
"cálculo","operación",0.0503429725808422
"cálculo","oportunidad",0.00786306706961439
"cálculo","orgullo",0.0029693015936109
"cálculo","pista",0.0169595512210478
"cálculo","posición",0.0192494640673158
"cálculo","presión",0.00486069134858443
"cálculo","propósito",0.0177604054016707
"cálculo","radiación",0.0141946747759646
"cálculo","reacción",0.00985807349097116
"cálculo","relajación",0.00352308885848449
"cálculo","resultado",0.0307651145062032
"cálculo","revolución",0.00482400933281887
"cálculo","sabiduría",0.0106109349658063
"cálculo","salud",0.00578871073350182
"cálculo","seguridad",0.00566303131324858
"cálculo","sentido",0.00973975243577601
"cálculo","simpatía",0.00210615029719498
"cálculo","soledad",0.00341700889274307
"cálculo","temperamento",0.00300617482610585
"cálculo","venganza",0.00262917892088781
"cálculo","verdad",0.00853920478563961
"cálculo","victoria",0.00554221547293816
"cálculo","violencia",0.00267174817625193
"cálculo","yo",0.00320188044746061
"comedia","competidor",0.00299679744817554
"comedia","comportamiento",0.0123664745224962
"comedia","conflicto",0.00515826652629154
"comedia","crimen",0.00217208646478292
"comedia","crisis",0.00500020297468124
"comedia","decisión",0.00529624855974306
"comedia","democracia",0.00312643582097529
"comedia","desastre",0.00233236593714292
"comedia","descripción",0.0110680860485421
"comedia","descubrimiento",0.00598359603411575
"comedia","dificultad",0.00272272932251527
"comedia","disculpa",0.00373820827135805
"comedia","distancia",0.00245698861686702
"comedia","divorcio",0.00196062498511899
"comedia","duda",0.002836327481109
"comedia","economía",0.00222962969089755
"comedia","edad",0.00409089369906436
"comedia","educación",0.00475305647328939
"comedia","energía",0.0125589646956748
"comedia","entrenamiento",0.00838253071579938
"comedia","entusiasmo",0.0260222398462598
"comedia","especialista",0.00746077987107346
"comedia","estupidez",0.0169704360927187
"comedia","evento",0.0153153177899306
"comedia","fantasía",0.0307060141666854
"comedia","física",0.00363599977906887
"comedia","genio",0.0129582584707053
"comedia","hambre",0.00206761541937332
"comedia","héroe",0.00558257046773827
"comedia","historia",0.0101022770078331
"comedia","honor",0.00676620654637588
"comedia","humanidad",0.0107482987790377
"comedia","humor",0.0705290308828997
"comedia","igualdad",0.00522968928383003
"comedia","imperio",0.00225691680409016
"comedia","independencia",0.00314987151322734
"comedia","infierno",0.00187822372812451
"comedia","ingreso",0.00246423093353928
"comedia","interacción",0.0109332751399988
"comedia","introducción",0.00578992244855016
"comedia","invención",0.0139325196963974
"comedia","juventud",0.0115949294738181
"comedia","lenguaje",0.0185895271942475
"comedia","ley",0.00275991065647441
"comedia","logro",0.00483768670731094
"comedia","método",0.00819867858720246
"comedia","noticias",0.00548521424692557
"comedia","número",0.00433570878194694
"comedia","operación",0.00592595547118807
"comedia","oportunidad",0.00711632678838881
"comedia","orgullo",0.00425497473725978
"comedia","pista",0.00603379840581533
"comedia","posición",0.00496048218742418
"comedia","presión",0.00268471238482653
"comedia","propósito",0.00633467351100413
