"wordA","wordB","rating"
"aire","ascensor",0.017415086288355
"aire","barrera",0.00815051929804383
"aire","bomba",0.0081793763524737
"aire","bosque",0.0476451092388731
"aire","cachorro",0.00628366094120613
"aire","cadáver",0.00504405054903812
"aire","calendario",0.00815275742064819
"aire","calle",0.021432989792139
"aire","camello",0.00852994229404764
"aire","camión",0.00712791331868289
"aire","cáncer",0.00433426564540387
"aire","cantante",0.0103086461659349
"aire","cebolla",0.0102525672493671
"aire","cerveza",0.00630432147025888
"aire","cicatriz",0.00451024878614065
"aire","colonia",0.0311016078943692
"aire","comida",0.00716648583396584
"aire","contrato",0.00398601590916872
"aire","correo",0.00525542998949517
"aire","cuerda",0.00571829445326447
"aire","culo",0.0125089298973505
"aire","desayuno",0.0101067022461286
"aire","detective",0.00375462959946823
"aire","diario",0.00758917588123931
"aire","edificio",0.0117715915665431
"aire","equipaje",0.00409524212206459
"aire","estudiante",0.00432541410820309
"aire","examen",0.00371488763709589
"aire","fábrica",0.00660471981187191
"aire","familia",0.00826911539048757
"aire","festival",0.0248913778356761
"aire","foto",0.00753091698593871
"aire","fruta",0.0117935090060587
"aire","funeral",0.00422740319861297
"aire","graduación",0.00615195270413752
"aire","hermana",0.00432808115828861
"aire","hombre",0.0066239372741332
"aire","ídolo",0.00660355557428707
"aire","joya",0.00468141845229236
"aire","leche",0.00545326238194694
"aire","lechuga",0.00847440137284687
"aire","león",0.00713790793286842
"aire","lluvia",0.0401861534821402
"aire","masaje",0.0111253085679071
"aire","mascota",0.00694412895738488
"aire","melodía",0.0262322310294705
"aire","nervio",0.00614888849702572
"aire","niño",0.00635795705886597
"aire","noche",0.0268866690107168
"aire","nota",0.0078390224130268
"aire","novela",0.00676061165970269
"aire","ojo",0.00995207644523892
"aire","oponente",0.00340481106244709
"aire","oscuridad",0.0190357632415876
"aire","pan",0.00982692052305725
"aire","papá",0.00561566473656092
"aire","piel",0.0178917758837447
"aire","pirata",0.00473331160794437
"aire","pluma",0.0325404570742631
"aire","policía",0.00350282844319927
"aire","prisión",0.00591700035749116
"aire","propiedad",0.00765964406760844
"aire","rata",0.00646586216528351
"aire","rey",0.00446662867435316
"aire","ropa",0.0111867508472526
"aire","ruido",0.0272197731977306
"aire","seda",0.0146771250885292
"aire","silla",0.00601510530617418
"aire","sombra",0.0165224889136899
"aire","tiburón",0.0038311748392104
"aire","uniforme",0.00378345088174394
"aire","vegetal",0.0183152150329128
"aire","víctima",0.0052790283880964
"aire","vidrio",0.0120045799535272
"aire","volcán",0.0257998433024661
"aire","yo",0.0107502587375158
"animal","arma",0.00493214620686334
"animal","arte",0.00718089578749714
"animal","artículo",0.00408680184727633
"animal","ascensor",0.00338738147778919
"animal","barrera",0.0052777700964919
"animal","bomba",0.00358329254049695
"animal","bosque",0.0328671954123172
"animal","cachorro",0.0580379037699933
"animal","cadáver",0.0136816110432948
"animal","calendario",0.00253255614002036
"animal","calle",0.0104254035088699
"animal","camello",0.0620445514815911
"animal","camión",0.00778145406976288
"animal","cáncer",0.00618626234950994
"animal","cantante",0.00363857559407495
"animal","cebolla",0.00839888571451346
"animal","cerveza",0.00417319260773107
"animal","cicatriz",0.0133925928527489
"animal","colonia",0.0116735800036675
"animal","comida",0.0169424428187357
"animal","contrato",0.00304727143086596
"animal","correo",0.00286129887741844
"animal","cuerda",0.0100159074628307
"animal","culo",0.0134276619077826
"animal","desayuno",0.00664513492407446
"animal","detective",0.00435646510108852
"animal","diario",0.00429470372210511
"animal","edificio",0.00414158546600028
"animal","equipaje",0.00405010826377729
"animal","estudiante",0.00608656679933733
"animal","examen",0.00410342939428214
"animal","fábrica",0.00455350302547083
"animal","familia",0.0151510425855699
"animal","festival",0.00402470471089174
"animal","foto",0.0103312142029821
"animal","fruta",0.0145836706232632
"animal","funeral",0.00440849241033864
"animal","graduación",0.00336626085402561
"animal","hermana",0.00626691358859091
"animal","hombre",0.021753669365551
"animal","ídolo",0.00648584671870758
"animal","joya",0.00490331278151866
"animal","leche",0.0215718350119407
"animal","lechuga",0.0123103559794194
"animal","león",0.0644946288252186
"animal","lluvia",0.0061992133380344
"animal","masaje",0.00688191492817902
"animal","mascota",0.0557498597192457
"animal","melodía",0.00698717114421301
"animal","nervio",0.0143884865574175
"animal","niño",0.0132739704190069
"animal","noche",0.00696230487728835
"animal","nota",0.00304544515610124
"animal","novela",0.00553524888402935
"animal","ojo",0.0175313352504737
"animal","oponente",0.00876030974163466
"animal","oscuridad",0.00756539237802597
"animal","pan",0.00925943741238128
"animal","papá",0.0101618826611808
"animal","piel",0.0202233162970539
"animal","pirata",0.0111785638872614
"animal","pluma",0.0361080499063717
"animal","policía",0.00493115745327302
"animal","prisión",0.00602087560508615
"animal","propiedad",0.00680701269880898
"animal","rata",0.0573515497877601
"animal","rey",0.0168607059791202
"animal","ropa",0.00646834908722287
"animal","ruido",0.0148048397185425
"animal","seda",0.011578017892402
"animal","silla",0.00580690372495963
"animal","sombra",0.0069655088929561
"animal","tiburón",0.0597756622515721
"animal","uniforme",0.00388258885032149
"animal","vegetal",0.0224455786680122
"animal","víctima",0.00812593874416638
"animal","vidrio",0.00599018519066664
"animal","volcán",0.00489434339760471
"animal","yo",0.00793949003591209
"arma","arte",0.00392390498677199
"arma","artículo",0.0119698715077883
"arma","ascensor",0.00793323163406399
"arma","barrera",0.0118119176839252
"arma","bomba",0.0470850635278886
"arma","bosque",0.00587579064226911
"arma","cachorro",0.00262278327518884
"arma","cadáver",0.0287050146566134
"arma","calendario",0.00363709104711599
"arma","calle",0.0101092338747631
"arma","camello",0.00550794175071835
"arma","camión",0.00601852057131998
"arma","cáncer",0.0158360292277076
"arma","cantante",0.00330420903634053
"arma","cebolla",0.00196553570426567
"arma","cerveza",0.00445932462038341
"arma","cicatriz",0.023101577072317
"arma","colonia",0.00914807089236592
"arma","comida",0.00219086532523246
"arma","contrato",0.011323944636279
"arma","correo",0.00399651157741393
"arma","cuerda",0.0232509973666812
"arma","culo",0.00341164749773674
"arma","desayuno",0.00179683734219402
"arma","detective",0.0348761934824768
"arma","diario",0.00582070376183477
"arma","edificio",0.0065531035571808
"arma","equipaje",0.0101010743779173
"arma","estudiante",0.00447580851324718
"arma","examen",0.0068322258266189
"arma","fábrica",0.0112647474292369
"arma","familia",0.00503633147518349
"arma","festival",0.00355833091895386
"arma","foto",0.00580528418606963
"arma","fruta",0.00187107158754197
"arma","funeral",0.023226841600491
"arma","graduación",0.00492554906224501
"arma","hermana",0.00276895494053485
"arma","hombre",0.0163894733611181
"arma","ídolo",0.00345642131541712
"arma","joya",0.0052252384395407
"arma","leche",0.0018798268269471
"arma","lechuga",0.00141320116134711
"arma","león",0.00580903374368549
"arma","lluvia",0.00467982745607559
"arma","masaje",0.00289866648869731
"arma","mascota",0.00292085257424367
"arma","melodía",0.00320495444157927
"arma","nervio",0.0109551950076094
"arma","niño",0.00467916399062242
"arma","noche",0.00785492359939792
"arma","nota",0.00390805201902318
"arma","novela",0.013031553314718
"arma","ojo",0.00869559259715401
"arma","oponente",0.0331151258844638
"arma","oscuridad",0.0196748488977514
"arma","pan",0.00165374030379661
"arma","papá",0.00537025935774621
"arma","piel",0.00634804002173039
"arma","pirata",0.0276423883323399
"arma","pluma",0.00465896050198674
"arma","policía",0.0509919420809702
"arma","prisión",0.0363330553025329
"arma","propiedad",0.00987337176963439
"arma","rata",0.00660430239491721
"arma","rey",0.00844336913874411
"arma","ropa",0.00463108380119521
"arma","ruido",0.0223711702224854
"arma","seda",0.00338067829274069
"arma","silla",0.00316771840502575
"arma","sombra",0.0093072823585086
"arma","tiburón",0.0131247637149267
"arma","uniforme",0.0204260680825996
"arma","vegetal",0.00200855107277514
"arma","víctima",0.0485294608610825
"arma","vidrio",0.0170663709527981
"arma","volcán",0.0108060932995735
"arma","yo",0.00544834836515264
"arte","artículo",0.0141882865820549
"arte","ascensor",0.00503416334866813
"arte","barrera",0.00428447716735686
"arte","bomba",0.00349166848940689
"arte","bosque",0.00821508540459437
"arte","cachorro",0.00395664406474047
"arte","cadáver",0.00338125617299836
"arte","calendario",0.0146159333253557
"arte","calle",0.00963947584797225
"arte","camello",0.00746433810846536
"arte","camión",0.0040013456910531
"arte","cáncer",0.00307257516425342
"arte","cantante",0.0441559055185035
"arte","cebolla",0.00324296276613704
"arte","cerveza",0.0125739952589396
"arte","cicatriz",0.00460339834668178
"arte","colonia",0.005440680624891
"arte","comida",0.009329115363804
"arte","contrato",0.0109482279263774
"arte","correo",0.00596129385917496
"arte","cuerda",0.0139215979867261
"arte","culo",0.00846850349324459
"arte","desayuno",0.00771600136723656
"arte","detective",0.00584816003947802
"arte","diario",0.0153774258274671
"arte","edificio",0.0136423894895449
"arte","equipaje",0.00760529423944056
"arte","estudiante",0.0176343236496297
"arte","examen",0.00751952828594667
"arte","fábrica",0.00653048782996752
"arte","familia",0.00907844032565592
"arte","festival",0.0456183280747782
"arte","foto",0.032028353079052
"arte","fruta",0.007680545033402
"arte","funeral",0.0052988359756145
"arte","graduación",0.0147276025149456
"arte","hermana",0.010748113916503
"arte","hombre",0.00835468005556093
"arte","ídolo",0.033374075353477
"arte","joya",0.0386406736577361
"arte","leche",0.00371788213852239
"arte","lechuga",0.00307642048230724
"arte","león",0.00779600126796962
"arte","lluvia",0.0118202709074287
"arte","masaje",0.0210908211537954
"arte","mascota",0.0062332016891695
"arte","melodía",0.0447255355175825
"arte","nervio",0.00654665727747599
"arte","niño",0.0115129565606959
"arte","noche",0.0134642059465123
"arte","nota",0.0148288088900557
"arte","novela",0.033731014783555
"arte","ojo",0.0191991002448274
"arte","oponente",0.00340938733469842
"arte","oscuridad",0.0100680461008464
"arte","pan",0.00668149819398459
"arte","papá",0.00697434967554758
"arte","piel",0.0121098581005027
"arte","pirata",0.00738231287967398
"arte","pluma",0.0187784930667795
"arte","policía",0.00374993311602741
"arte","prisión",0.00364712294388552
"arte","propiedad",0.0135455143623584
"arte","rata",0.00357681595016613
"arte","rey",0.0155624589110798
"arte","ropa",0.0154541056767476
"arte","ruido",0.00992969190166161
"arte","seda",0.0221920210737284
"arte","silla",0.0098079833658588
"arte","sombra",0.010637447244555
"arte","tiburón",0.0041580736792948
"arte","uniforme",0.00596622319478016
"arte","vegetal",0.00534365319158782
"arte","víctima",0.00332089384831034
"arte","vidrio",0.0204335510208625
"arte","volcán",0.00613674198978329
"arte","yo",0.0190132165857721
"artículo","ascensor",0.0113696782858045
"artículo","barrera",0.00965840925845401
"artículo","bomba",0.0070780103091637
"artículo","bosque",0.003842300386093
"artículo","cachorro",0.00277749963445957
"artículo","cadáver",0.008856323290892
"artículo","calendario",0.0245185102685174
"artículo","calle",0.00754326890572946
"artículo","camello",0.00418077897945522
"artículo","camión",0.0134834329903122
"artículo","cáncer",0.00688136487900403
"artículo","cantante",0.0140056972561974
"artículo","cebolla",0.00919742603505425
"artículo","cerveza",0.00957032462170941
"artículo","cicatriz",0.00430528870102012
"artículo","colonia",0.0109690463099893
"artículo","comida",0.00877992964888748
"artículo","contrato",0.0306536659086476
"artículo","correo",0.028834922551298
"artículo","cuerda",0.019425367293664
"artículo","culo",0.00580209326555152
"artículo","desayuno",0.00742322455678513
"artículo","detective",0.0113274772511584
"artículo","diario",0.0430066604582961
"artículo","edificio",0.00921148879887959
"artículo","equipaje",0.0290813235105678
"artículo","estudiante",0.0218935361905537
"artículo","examen",0.019883771944015
"artículo","fábrica",0.0249848561063969
"artículo","familia",0.00599695467194755
"artículo","festival",0.0123588366148787
"artículo","foto",0.0192373055971661
"artículo","fruta",0.0132292856382286
"artículo","funeral",0.00560708452178043
"artículo","graduación",0.0143659545384902
"artículo","hermana",0.00481051401369485
"artículo","hombre",0.0102099449540731
"artículo","ídolo",0.0162913866550091
"artículo","joya",0.0206111980699264
"artículo","leche",0.00632497564053551
"artículo","lechuga",0.00796827924842473
"artículo","león",0.00320004843802078
"artículo","lluvia",0.00393567432083834
"artículo","masaje",0.00594208834840423
"artículo","mascota",0.0040310508132699
"artículo","melodía",0.00678921102042774
"artículo","nervio",0.00547617681730326
"artículo","niño",0.00457640256862217
"artículo","noche",0.00491148986086748
"artículo","nota",0.0418721637827666
"artículo","novela",0.0246423063271366
"artículo","ojo",0.00549844438997635
"artículo","oponente",0.00972765329523965
"artículo","oscuridad",0.0040711281698959
"artículo","pan",0.00774790957012165
"artículo","papá",0.00439565147977516
"artículo","piel",0.0047079897286332
"artículo","pirata",0.0048620508480983
"artículo","pluma",0.0188786285411383
"artículo","policía",0.00634176943178294
"artículo","prisión",0.00744125179745813
"artículo","propiedad",0.0206919637757177
"artículo","rata",0.00265733519934943
"artículo","rey",0.00626726372496047
"artículo","ropa",0.0259294957198423
"artículo","ruido",0.00771013629765945
"artículo","seda",0.0116471993855442
"artículo","silla",0.0160122453683135
"artículo","sombra",0.00543143014385789
"artículo","tiburón",0.00353394353162572
"artículo","uniforme",0.0128800845655912
"artículo","vegetal",0.00819963969925585
"artículo","víctima",0.00726216631407948
"artículo","vidrio",0.0167224216320106
"artículo","volcán",0.00356132672169404
"artículo","yo",0.00890239126552832
"ascensor","barrera",0.0229623425543557
"ascensor","bomba",0.0159483858670979
"ascensor","bosque",0.00464054007124214
"ascensor","cachorro",0.00289676533256916
"ascensor","cadáver",0.00604309286546992
"ascensor","calendario",0.00441641248831002
"ascensor","calle",0.0152462899299071
"ascensor","camello",0.003103259511084
"ascensor","camión",0.0156699378821135
"ascensor","cáncer",0.00354119824405786
"ascensor","cantante",0.00443431672489308
"ascensor","cebolla",0.00191289682433367
"ascensor","cerveza",0.00408709875805121
"ascensor","cicatriz",0.00462458960904737
"ascensor","colonia",0.00934426122629213
"ascensor","comida",0.00256990927640504
"ascensor","contrato",0.0160060654384958
"ascensor","correo",0.0139910839866191
"ascensor","cuerda",0.0239981964711464
"ascensor","culo",0.00340133387910011
"ascensor","desayuno",0.00323802103108296
"ascensor","detective",0.0084562274683737
"ascensor","diario",0.0089189441165996
"ascensor","edificio",0.0689896901939978
"ascensor","equipaje",0.0298965908959721
"ascensor","estudiante",0.00672123570209707
"ascensor","examen",0.00593232053721687
"ascensor","fábrica",0.0306498292497489
"ascensor","familia",0.0113831094633921
"ascensor","festival",0.00547087046105259
"ascensor","foto",0.0077424239073626
"ascensor","fruta",0.00199379178556396
"ascensor","funeral",0.0055335773747968
"ascensor","graduación",0.00630381120314372
"ascensor","hermana",0.00335107138849958
"ascensor","hombre",0.0125141665976485
"ascensor","ídolo",0.00474333902712589
"ascensor","joya",0.00481465080086555
"ascensor","leche",0.00220103326453887
"ascensor","lechuga",0.00166033387128547
"ascensor","león",0.00228145963834071
"ascensor","lluvia",0.00670239630994922
"ascensor","masaje",0.00345659733787511
"ascensor","mascota",0.00612759852063327
"ascensor","melodía",0.012921355865304
"ascensor","nervio",0.013667127010943
"ascensor","niño",0.00436553899526978
"ascensor","noche",0.00717848215638812
"ascensor","nota",0.00470331032929375
"ascensor","novela",0.00666018397892027
"ascensor","ojo",0.00708385128809173
"ascensor","oponente",0.00463858449953215
"ascensor","oscuridad",0.0161768983003107
"ascensor","pan",0.00208617631918822
"ascensor","papá",0.00583504450622267
"ascensor","piel",0.00348761114100125
"ascensor","pirata",0.00440604456751599
"ascensor","pluma",0.00342622095348451
"ascensor","policía",0.00770808315742933
"ascensor","prisión",0.0145848742302947
"ascensor","propiedad",0.0367842499960577
"ascensor","rata",0.00682782486759582
"ascensor","rey",0.00375860392387944
"ascensor","ropa",0.00689322334388205
"ascensor","ruido",0.0311977988850863
"ascensor","seda",0.00422150764824617
"ascensor","silla",0.00952943533451728
"ascensor","sombra",0.00865074574667636
"ascensor","tiburón",0.00265385334418411
"ascensor","uniforme",0.0201803264145629
"ascensor","vegetal",0.00334642702147321
"ascensor","víctima",0.00784217912744242
"ascensor","vidrio",0.0405572373330516
"ascensor","volcán",0.0127686696494561
"ascensor","yo",0.00590323380097296
"barrera","bomba",0.0185217255549357
"barrera","bosque",0.013548002609907
"barrera","cachorro",0.00281903417524184
"barrera","cadáver",0.00820042429817132
"barrera","calendario",0.00470882549735203
"barrera","calle",0.0312578712869327
"barrera","camello",0.00497787276293506
"barrera","camión",0.0262155365342984
"barrera","cáncer",0.0186411320061448
"barrera","cantante",0.0051230957693428
"barrera","cebolla",0.00529438056996889
"barrera","cerveza",0.00565153226812633
"barrera","cicatriz",0.00624165864544696
"barrera","colonia",0.00671056816142453
"barrera","comida",0.00296258246439338
"barrera","contrato",0.0135516610854424
"barrera","correo",0.00669502655307676
"barrera","cuerda",0.0391533088829427
"barrera","culo",0.00444472642985219
"barrera","desayuno",0.00222955257496848
"barrera","detective",0.0111100673993136
"barrera","diario",0.00564324586000162
"barrera","edificio",0.0230052951310982
"barrera","equipaje",0.00925098907330616
"barrera","estudiante",0.00613868650757562
"barrera","examen",0.00831490206957758
"barrera","fábrica",0.0206319053300733
"barrera","familia",0.00503803168276894
"barrera","festival",0.00883403510079301
"barrera","foto",0.00502038833903664
"barrera","fruta",0.00256800440495785
"barrera","funeral",0.00760709022182478
"barrera","graduación",0.00782616119996586
"barrera","hermana",0.0035401314520139
"barrera","hombre",0.0100354586124324
"barrera","ídolo",0.00677817038828736
"barrera","joya",0.00432999484124429
"barrera","leche",0.00246802740671629
"barrera","lechuga",0.00242712152124797
"barrera","león",0.00604343487586817
"barrera","lluvia",0.0120216544095624
"barrera","masaje",0.00513668644149077
"barrera","mascota",0.00327281053016609
"barrera","melodía",0.00429436681330342
"barrera","nervio",0.0130238540949662
"barrera","niño",0.00346023028228358
"barrera","noche",0.0132850554367861
"barrera","nota",0.00469629358790652
"barrera","novela",0.00698718143462135
"barrera","ojo",0.00582254713136822
"barrera","oponente",0.0318423703942363
"barrera","oscuridad",0.0157496749198324
"barrera","pan",0.0020786738237119
"barrera","papá",0.00682215623573353
"barrera","piel",0.0144141687104627
"barrera","pirata",0.00923700798252102
"barrera","pluma",0.00424269572177647
"barrera","policía",0.0233539759744072
"barrera","prisión",0.032961923445309
"barrera","propiedad",0.0222846089527176
"barrera","rata",0.00757744471488211
"barrera","rey",0.00410393585690022
"barrera","ropa",0.00770290701352968
"barrera","ruido",0.0160617758340288
"barrera","seda",0.00568445637578164
"barrera","silla",0.00844648203718716
"barrera","sombra",0.0129147773457706
"barrera","tiburón",0.00600347828469379
"barrera","uniforme",0.0131346554703736
"barrera","vegetal",0.00557646457793217
"barrera","víctima",0.00867272000669064
"barrera","vidrio",0.0226582815748251
"barrera","volcán",0.0308529250123071
"barrera","yo",0.00487441810566547
"bomba","bosque",0.00496830104475857
"bomba","cachorro",0.00216170042295623
"bomba","cadáver",0.0415799987308918
"bomba","calendario",0.00707191962073286
"bomba","calle",0.0139736049273517
"bomba","camello",0.00277414855208387
"bomba","camión",0.0200796871535631
"bomba","cáncer",0.0153044112881561
"bomba","cantante",0.00404450707707525
"bomba","cebolla",0.00207044736062916
"bomba","cerveza",0.003472812876667
"bomba","cicatriz",0.0210919565779075
"bomba","colonia",0.00390320936386126
"bomba","comida",0.00231273562413244
"bomba","contrato",0.00884323292596377
"bomba","correo",0.00808141558048534
"bomba","cuerda",0.0074358135110753
"bomba","culo",0.00541214903821729
"bomba","desayuno",0.00373936839266313
"bomba","detective",0.0177508524092988
"bomba","diario",0.00584484310241599
"bomba","edificio",0.0275357034598441
"bomba","equipaje",0.0115697500541098
"bomba","estudiante",0.00396138743675968
"bomba","examen",0.00647130258991015
"bomba","fábrica",0.0148953412973742
"bomba","familia",0.00570959931253054
"bomba","festival",0.00638744064933324
"bomba","foto",0.0071519602727479
"bomba","fruta",0.00206768331912304
"bomba","funeral",0.02597317372025
"bomba","graduación",0.0048346564439509
"bomba","hermana",0.0025045099456018
"bomba","hombre",0.0112403893362668
"bomba","ídolo",0.00301043709738117
"bomba","joya",0.0052001156216661
"bomba","leche",0.00204786396569564
"bomba","lechuga",0.00158290820379955
"bomba","león",0.00300959987087639
"bomba","lluvia",0.00921181425292699
"bomba","masaje",0.00421011236094279
"bomba","mascota",0.00256350041849037
"bomba","melodía",0.00446538007352903
"bomba","nervio",0.00958233960240115
"bomba","niño",0.00322571868778402
"bomba","noche",0.00754781098505757
"bomba","nota",0.00497205338999965
"bomba","novela",0.00709850793466905
"bomba","ojo",0.00696855437780323
"bomba","oponente",0.0192174388485613
"bomba","oscuridad",0.0183727197803258
"bomba","pan",0.00179030057570978
"bomba","papá",0.00367436663317316
"bomba","piel",0.00444470150548513
"bomba","pirata",0.0166952960190117
"bomba","pluma",0.00499040459481182
"bomba","policía",0.0347542639593081
"bomba","prisión",0.018649029013974
"bomba","propiedad",0.0103293782165641
"bomba","rata",0.00500315674955992
"bomba","rey",0.0054821325386219
"bomba","ropa",0.00385918678607549
"bomba","ruido",0.0353875739615032
"bomba","seda",0.00289637274975433
"bomba","silla",0.003555938399023
"bomba","sombra",0.0112359075505427
"bomba","tiburón",0.00526083189984923
"bomba","uniforme",0.0099589283341533
"bomba","vegetal",0.0034115916446448
"bomba","víctima",0.0385529122347801
"bomba","vidrio",0.0178260867990558
"bomba","volcán",0.0441146316380394
"bomba","yo",0.00464597122539892
"bosque","cachorro",0.0155413619063429
"bosque","cadáver",0.00670564651050573
"bosque","calendario",0.0052634680801282
"bosque","calle",0.01444697198155
"bosque","camello",0.00969702872941447
"bosque","camión",0.00643284853885823
"bosque","cáncer",0.00433972289142114
"bosque","cantante",0.00494548796210191
"bosque","cebolla",0.0107050540154307
"bosque","cerveza",0.00757904043229458
"bosque","cicatriz",0.00726748321487111
"bosque","colonia",0.0150278584647042
"bosque","comida",0.0145450335372193
"bosque","contrato",0.00326831457252478
"bosque","correo",0.00310115941423138
"bosque","cuerda",0.00582745030242343
"bosque","culo",0.00489079753509288
"bosque","desayuno",0.00659371112390534
"bosque","detective",0.00778833869899737
"bosque","diario",0.00597042687526122
"bosque","edificio",0.00845076822991591
"bosque","equipaje",0.00295139386763428
"bosque","estudiante",0.00524858139266023
"bosque","examen",0.00308853775773443
"bosque","fábrica",0.00631824447344152
"bosque","familia",0.00591816067854936
"bosque","festival",0.0118274962244927
"bosque","foto",0.0181700480941179
"bosque","fruta",0.0277251693326977
"bosque","funeral",0.00663000761767634
"bosque","graduación",0.00429271275672065
"bosque","hermana",0.0046007029873228
"bosque","hombre",0.00804118760042044
"bosque","ídolo",0.00386275413363914
"bosque","joya",0.00362841590365328
"bosque","leche",0.00917063890539759
"bosque","lechuga",0.0228000370428652
"bosque","león",0.0212148393646478
"bosque","lluvia",0.0369074986615641
"bosque","masaje",0.00431348014444082
"bosque","mascota",0.0125175887168348
"bosque","melodía",0.0116593002736437
"bosque","nervio",0.00585845948071179
"bosque","niño",0.00538129790620566
"bosque","noche",0.0287145424495945
"bosque","nota",0.0040395738996147
"bosque","novela",0.0111278647667246
"bosque","ojo",0.00806748734343827
"bosque","oponente",0.00803022921345152
"bosque","oscuridad",0.0322387758033035
"bosque","pan",0.00848936516316608
"bosque","papá",0.0051756713268001
"bosque","piel",0.0071248470417603
"bosque","pirata",0.00498634081648903
"bosque","pluma",0.0160255502849441
"bosque","policía",0.00519212274588486
"bosque","prisión",0.00784184270027553
"bosque","propiedad",0.0117077419030219
"bosque","rata",0.0185191679157831
"bosque","rey",0.00695745685596183
"bosque","ropa",0.0048394542297757
"bosque","ruido",0.0147587554069725
"bosque","seda",0.00511351819901121
"bosque","silla",0.00477888550204313
"bosque","sombra",0.0433673223510888
"bosque","tiburón",0.0083055373295633
"bosque","uniforme",0.00375584669798755
"bosque","vegetal",0.0416587683331865
"bosque","víctima",0.00767725170975408
"bosque","vidrio",0.00697884273220099
"bosque","volcán",0.0273521265330903
"bosque","yo",0.0084660017466319
"cachorro","cadáver",0.0040800249145609
"cachorro","calendario",0.00237945373989377
"cachorro","calle",0.0119051648284877
"cachorro","camello",0.0314913564025986
"cachorro","camión",0.0033907564923439
"cachorro","cáncer",0.00300964161025291
"cachorro","cantante",0.00296343969279099
"cachorro","cebolla",0.00376845509707665
"cachorro","cerveza",0.00340216434211092
"cachorro","cicatriz",0.00631636512241569
"cachorro","colonia",0.0043259298939231
"cachorro","comida",0.0138964855592241
"cachorro","contrato",0.00246868466277628
"cachorro","correo",0.0027178080310035
"cachorro","cuerda",0.00577034914955767
"cachorro","culo",0.00443972579756573
"cachorro","desayuno",0.00973880787368763
"cachorro","detective",0.00253860265910958
"cachorro","diario",0.00565886604297525
"cachorro","edificio",0.00622998806394734
"cachorro","equipaje",0.0053861071875845
"cachorro","estudiante",0.00973619090110796
"cachorro","examen",0.0032753380071846
"cachorro","fábrica",0.00305702569558479
"cachorro","familia",0.0305045034039467
"cachorro","festival",0.00377743106622905
"cachorro","foto",0.016680370497153
"cachorro","fruta",0.00619844476745743
"cachorro","funeral",0.00298678496775254
